Name,Address,City,Type,Submitted Amount,Allowed Amount,Medicare Payment Amount
"CHRISTOPHER, MARCUS",111 DALLAS ST EMERGENCY DEPT,SAN ANTONIO,Emergency Medicine,291232,94536.54,74864.51
"MILLER, CHARLES F",8222 MARBACH RD ,SAN ANTONIO,Ophthalmology,289919,106165.23,74687.16
"WRIGHT, JOSEPH K",414 NAVARRO ST STE 810 ,SAN ANTONIO,General Surgery,392574.42,97203.7,74484.21
"SHETTY, ASHWIN K",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,357713,95327.29,74463.07
"MORALE, SAMUEL",6534 WAGNER WAY ,SAN ANTONIO,Emergency Medicine,389979,96898.72,74211.05
"NAU, THOMAS W",7940 FLOYD CURL #400,SAN ANTONIO,Otolaryngology,339876.68,102188.08,74137.22
"MANOCHA, JAHNAVI R",2701 BABCOCK RD STE A,SAN ANTONIO,Physical Medicine and Rehabilitation,157401,95083.3,74063.05
"PATEL, SANDEEP N",7703 FLOYD CURL DR ,SAN ANTONIO,Gastroenterology,390793,94197.31,73987.13
"LOURIA, SHIRA R",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Clinical Psychologist,185475,119394.2,73982.36
"ALPRIN, CLIFFORD",3338 OAKWELL CT SUITE 107,SAN ANTONIO,Family Practice,278908,103332.56,73903.33
"SHANE, DAVID S",2621 KINGSLAND CIRCLE ,SCHERTZ,Clinical Psychologist,263700,122400,73763.66
"RINCON, JORGE L",215 E QUINCY ST 410,SAN ANTONIO,General Surgery,175677,93408.42,73732.29
"MCMANUS, KEIKO",7909 FREDERICKSBURG RD SUITE 100,SAN ANTONIO,Otolaryngology,178465,100072.66,73730.48
"PEREZ, RICHARD R",2829 BABCOCK RD SUITE 336,SAN ANTONIO,Podiatry,176778.14,100512.27,73600
"ROW, JAMES M",8401 DATAPOINT DR SUITE 500,SAN ANTONIO,Emergency Medicine,377144,93974.77,73533.44
"HILL, GORDON T",3338 OAKWELL COURT SUITE 107,SAN ANTONIO,Family Practice,187354.16,101515.43,73381.72
"GARCIA, DAVID A",540 MADISON OAK DR #240,SAN ANTONIO,Gastroenterology,184975,93873.05,73290.32
"ESQUIVEL, LINDA I",11212 STATE HWY 151 SUITE 240,SAN ANTONIO,Family Practice,134113,105305.87,73237.35
"SAENZ, ROLANDO H",343 W HOUSTON ST SUITE 705,SAN ANTONIO,Colorectal Surgery (formerly proctology),259961,93371.71,73183.21
"TRUITT, CHRISTINE L",8042 WURZBACH ROAD STE 640,SAN ANTONIO,Neurology,144915,97641.01,73103.44
"AGUIRRE, FELIX",3453 IH35N SUITE 207B,SAN ANTONIO,Family Practice,195474,91981.43,73101.8
"STEPHENS, JOANN",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Clinical Psychologist,191925,121594.03,73031.68
"GARCIA, ALLEN R",730 N MAIN AVE STE 815 ,SAN ANTONIO,Cardiology,144179,103530.18,72968.48
"BIELER, LUIS F",7127 SOMERSET RD ,SAN ANTONIO,Internal Medicine,200642.27,94644.68,72826.21
"SANTOSCOY, RAUL",7616 CULEBRA RD SUITE 130,SAN ANTONIO,Family Practice,193012.68,100201.39,72595.78
"BAQUERO, JEANNIE A",1303 MCCULLOUGH AVE SUITE 374,SAN ANTONIO,Endocrinology,146120,105822.07,72346.58
"GILL, ZEBA",2819 REDROCK TRL ,SAN ANTONIO,Internal Medicine,162570.55,94668.97,72306.65
"LUMBRERAS, CHRISTINA B",6263 VALLEY BAY DR ,SAN ANTONIO,Emergency Medicine,282593,91451.51,72264.29
"JIMENEZ, CRUZ",6794 INGRAM RD ,SAN ANTONIO,Physical Therapist,167924,91382.48,72166.73
"MARLAR, SUZANNE M",8401 DATAPOINT DR STE 600 ,SAN ANTONIO,Diagnostic Radiology,162173,79698.99,71896.28
"YOUNG, ALLISON P",325 E SONTERRA BLVD STE 100 ,SAN ANTONIO,Ophthalmology,210590.64,92928.77,71857.48
"UNGER, HOWARD",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,326042.79,91464.36,71826.46
"LOVE-CLARK, PEGGY A",11603 WOOD HBR ,SAN ANTONIO,Clinical Psychologist,214600,118435.99,71790.02
"HOLLAND, DAVID A",8401 DATAPOINT DR SUITE 500,SAN ANTONIO,Emergency Medicine,368395,92432.85,71657.49
"ZAKULA, MARK",111 DALLAS ST EMERGENCY ROOM,SAN ANTONIO,Emergency Medicine,282928,90811.92,71576.77
"KALTER, ROBERT",12042 BLANCO RD STE 308,SAN ANTONIO,Psychiatry,158375,109332.75,71443.82
"RAMOS, BETTY J",3110 NOGALITOS SUITE 105,SAN ANTONIO,Physician Assistant,212625,96643.77,71353.41
"NEELEY, SAMUEL R",4410 MEDICAL DR SUITE 520,SAN ANTONIO,Neurology,232035,95209.49,71301
"PACHECO, DANIEL",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,325296.16,91235.59,71274.62
"NASKI, MICHAEL C",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Pathology,200746,92156.5,71200.39
"KOLI, MALATHI V",14350 NORTHBROOK DR SUITE 230,SAN ANTONIO,Psychiatry,326110,97914.99,71144.43
"PARKER, ROBERT W",7703 FLOYD CURL DR MC 7977,SAN ANTONIO,Family Practice,196217,95564.04,70970.08
"REYES, LEONEL",515 CAMDEN ST ,SAN ANTONIO,Family Practice,131265,94208.61,70898.89
"OLIVER, DENNIS C",9969 FREDERICKSBURG RD ,SAN ANTONIO,Internal Medicine,124360,98098.01,70842.91
"SAUNDERS, THOMAS E",45 NE LOOP 410 ,SAN ANTONIO,Anesthesiology,536472,88829.41,70838.6
"BENSON, AMY",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,299302.93,89244.61,70683.34
"HALES, NATHAN W",4775 HAMILTON WOLFE RD STE 1 ,SAN ANTONIO,Otolaryngology,180550,95130.43,70663.49
"DACOSTA, DEANDREA",18514 SONTERRA PL ,SAN ANTONIO,Nurse Practitioner,400215,89465.72,70576.86
"BARNETT, JULIE B",8122 DATAPOINT SUITE 1100,SAN ANTONIO,Physical Therapist,173075,91023.68,70561.2
"FRY, CONSTANCE L",8300 FLOYD CURL DR 6TH FLOOR - 6A,SAN ANTONIO,Ophthalmology,230063,92943.91,70504.19
"GUZMAN, ALONZO",2108 NW MILITARY HWY ,SAN ANTONIO,Family Practice,134625,90377.21,70491.18
"WILLIAMS, PETER J",1303 MCCULLOUGH AVE SUITE 348,SAN ANTONIO,Podiatry,133720,98121.42,70210.05
"BURGOS, VICTOR",8401 DATAPOINT DR SUITE 500,SAN ANTONIO,Emergency Medicine,388303,90390.29,70060.53
"MCMAHON, BRENDA B",302 W RECTOR ST # MS 54-2 ,SAN ANTONIO,Family Practice,110531.14,88369.75,69908.33
"SORRELL, JEFF W",8811 VILLAGE DRIVE ,SAN ANTONIO,Internal Medicine,125615.4,89275.57,69846.86
"JEFFREYS, PATRICIA G",12412 JUDSON RD ,LIVE OAK,Pathology,425120.35,86554.49,69830.13
"GAONA, RAUL E",98 BRIGGS ST SUITE 900B,SAN ANTONIO,Internal Medicine,148050.9,93667.72,69678.67
"ARIAS-CUELLO, CAROLINA",343 W HOUSTON ST STE 609 ,SAN ANTONIO,Nephrology,161705,87735.32,69668.12
"WATSON, CHRISTOPHER B",110 STONE OAK LOOP SUITE 103,SAN ANTONIO,Physician Assistant,354796,90404.93,69494.62
"ALUKAL, JOHN K",1620 MCCULLOUGH AVE ,SAN ANTONIO,Internal Medicine,98970,94715.55,69382.77
"BEDARD, THEODORE W",8601 VILLAGE DR #212,SAN ANTONIO,Rheumatology,183908,91593.37,69354.02
"SCHANER, PATRICK J",525 OAK CENTRE DR SUITE 260,SAN ANTONIO,Plastic and Reconstructive Surgery,606704.7,89677.09,69345.36
"MERITZ, NEAL S",525 OAK CENTRE DR STE 150,SAN ANTONIO,Family Practice,134892,96458.93,69303.42
"VILLANUEVA-RAMPF, RAYLEEN",720 PLEASANTON RD ,SAN ANTONIO,Internal Medicine,184065.09,91091.85,69236.38
"YOUNG, BRITTANY J",1612 N MAIN AVE ,SAN ANTONIO,Physical Therapist,158703,87001.45,69210.03
"LOVELL, MICHAEL O",9901 IH 10 W SUITE 400,SAN ANTONIO,Pathology,665650,86454.98,69164.41
"SENGER, BRIAN P",9969 FREDERICKSBURG RD ,SAN ANTONIO,Internal Medicine,117193,90249.04,69066.26
"WINTER, BRUCE L",2929 MOSSROCK SUITE 104,SAN ANTONIO,Ophthalmology,185825,96932.47,69059.39
"OSSWALD, SANDRA",7979 WURZBACH RD MAIL CODE 7876,SAN ANTONIO,Dermatology,232016,95549.97,69058.17
"SHROYER, STEVEN",8401 DATAPOINT DR SUITE 500,SAN ANTONIO,Emergency Medicine,356326,88540.49,68988.73
"KADRI, ABDU",3338 OAKWELL CT SUITE 104,SAN ANTONIO,Internal Medicine,195939.51,96113.92,68969.07
"MUELLER, FRANCIS W",9480 HUEBNER RD #100,SAN ANTONIO,Family Practice,108847.17,92307.76,68937.65
"ALEJOS, JOSEPH D",303 E QUINCY ST ,SAN ANTONIO,Physical Therapist,136842,88005.12,68858.25
"SPEARS, ROBERT P",4775 HAMILTON WOLFE RD STE 1 ,SAN ANTONIO,Otolaryngology,180898,93640.55,68793.28
"SLEEP INSTITUTE OF SAN ANTONIO, PA",14855 BLANCO RD SUITE 304,SAN ANTONIO,Independent Diagnostic Testing Facility,152555,87227.88,68744.78
"WHITE, LINDSAY H",1954 E HOUSTON ST SUITE 103,SAN ANTONIO,Internal Medicine,138308,92935.21,68711.22
"JONES, BENJAMIN",11585 ALAMO RANCH PKWY APT. 3107,SAN ANTONIO,Emergency Medicine,294749,89957.56,68668.65
"EREVELLES, CHRISTINE R",15900 LA CANTERA PKWY SUITE 20256,SAN ANTONIO,Emergency Medicine,332378,89001.02,68621.53
"SKARPETOWSKI, ANDRZEJ C",3311 YOAKUM TRL ,SAN ANTONIO,Emergency Medicine,569514.95,89764.27,68619.33
"CHELEUITTE, ELIAS R",1303 MCCULLOUGH AVE SUITE 348,SAN ANTONIO,Podiatry,132185,94705.09,68602.39
"BALA, RAJARAM",343 W HOUSTON STREET SUITE 1002,SAN ANTONIO,Plastic and Reconstructive Surgery,273330,85595.1,68315.17
"HALL, GARY M",12709 TOEPPERWEIN RD STE 203,SAN ANTONIO,General Surgery,246196.72,87185.05,68279.16
"YE, YANPING",7703 FLOYD CURL DR ,SAN ANTONIO,Family Practice,184367,90193.49,68236.14
"HOLLIMON, PETER W",8534 VILLAGE DR ,SAN ANTONIO,General Surgery,334008,88566.07,68228.44
"BEAN, GREGG W",7703 FLOYD CURL DR MC7977,SAN ANTONIO,Diagnostic Radiology,280918,89467.61,68227.71
"WALTHALL, WALTER",3338 OAKWELL COURT SUITE 107,SAN ANTONIO,Family Practice,175864.08,96641.48,68142.59
"PATEL, TARAL A",2827 BABCOCK RD ,SAN ANTONIO,Internal Medicine,119994.86,83433.88,68072.12
"RODRIGUEZ, ABELARDO",8527 VILLAGE DR SUITE 200,SAN ANTONIO,Family Practice,136766.73,103524.54,68024.68
"REYNA, ROWLAND S",215 E. QUINCY STREET SUITE 500,SAN ANTONIO,Internal Medicine,183638.1,92964.02,67889.65
"CROSS, CRISS C",8026 FLOYD CURL ,SAN ANTONIO,Emergency Medicine,681690,88818.02,67829.56
"SANCHEZ, JUAN",7703 FLOYD CURL DR ,SAN ANTONIO,Internal Medicine,413043,87455.69,67826.27
"RODRIGUEZ, JOHN D",3201 CHERRY RIDGE ST SUITE B-200,SAN ANTONIO,Internal Medicine,125037.12,87015.95,67812.79
"VAN FOSSEN, SUSAN J",616 W RUSSELL PL ,SAN ANTONIO,Nurse Practitioner,141215,100621.79,67753
"MCCRORY, DIXIE P",8542 WURZBACH ROAD ,SAN ANTONIO,Family Practice,164027.63,90004.05,67728
"CHUANG, RICHARD S",8401 DATAPOINT DR SUITE 500,SAN ANTONIO,Emergency Medicine,351094,87215.78,67713.04
"MILLER, ALETHA R",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Clinical Psychologist,174700,111938.07,67652.22
"DROGIN, MARK",23445 US HIGHWAY 281 N BUILDING 2,SAN ANTONIO,Family Practice,170288,96407.16,67615.34
"BELLACOSA, RICHARD A",14615 SAN PEDRO AVE 160,SAN ANTONIO,Podiatry,119428,93830.95,67366.31
"GUTIERREZ, REYNALDO",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Licensed Clinical Social Worker,252350,116166.07,67322.86
"WHOLEY, MICHAEL H",6800 W IH 10 SUITE 200,SAN ANTONIO,Diagnostic Radiology,353872,85910.12,67279.38
"NEWMAN, RICHARD",4775 HAMILTON WOLFE RD STE 1 ,SAN ANTONIO,Otolaryngology,191085,89765.8,67041.98
"HERNANDEZ, ANDRES",8401 DATAPOINT DR SUITE 500,SAN ANTONIO,Emergency Medicine,622647.2,90018.38,67032.57
"KELLUM, DANIEL H",8870 US HIGHWAY 87 E ,SAN ANTONIO,Family Practice,183392,100813.16,66958.88
"RONE, VALERIE R",1310 MCCULLOUGH AVE ,SAN ANTONIO,Pathology,526035,84069.76,66840.56
"VALDES, NORA I",5282 MEDICAL DR SUITE 600,SAN ANTONIO,Family Practice,115558,88248.63,66565.58
"ARMSTRONG, FELICIA A",4502 MEDICAL DR ,SAN ANTONIO,Internal Medicine,125525.44,87162.79,66470.36
"MITCHELL, ELIZABETH L",11124 WURZBACH RD STE 300 ,SAN ANTONIO,Psychiatry,139715.9,120309.97,66220.76
"QUINTERO, AMY",4438 CENTERVIEW ,SAN ANTONIO,Nurse Practitioner,234930,83205.27,66080.8
"ROBERTS, DAVID A",5282 MEDICAL DR STE 200,SAN ANTONIO,Orthopedic Surgery,543461.56,87218.13,66007.68
"WISE, DAVID S",2455 NE LOOP410 #235 ,SAN ANTONIO,Cardiology,212653,84496.36,65864.93
"RAMOS, JOSE A",2833 BABCOCK RD STE 105 ,SAN ANTONIO,Nurse Practitioner,212030,82497.99,65834.33
"KANG, ELISABETH M",111 DALLAS ST ,SAN ANTONIO,Emergency Medicine,257064,83476.6,65822.48
"RICHIE, DAVID M",7423 ROUND MTN ,SAN ANTONIO,Clinical Psychologist,216700,82476.2,65816.52
"WEISBROD, HOWARD G",12412 JUDSON RD ,LIVE OAK,Pathology,433785,82579.37,65809.32
"SUMMERS, SCOTT",3875 E SOUTHCROSS BLVD SUITE B,SAN ANTONIO,Physical Therapist,211951,83789.33,65793.97
"ABUEME, JEREMIAS M",5282 MEDICAL DRIVE STE 130,SAN ANTONIO,Internal Medicine,116055,90692.74,65662.04
"COLE, JOE L",8001 BROADWAY ST ,SAN ANTONIO,Rheumatology,127793,87472.37,65627.55
"PENDON, JOSEPH D",315 N SAN SABA SUITE 107,SAN ANTONIO,Emergency Medicine,664270,87202,65506.38
"DIAZ DUQUE, ADOLFO E",902 BANDERA RD ,SAN ANTONIO,Internal Medicine,206024.34,84963.58,65453.73
"BARRERA, ABIGAIL R",919 SW MILITARY DR STE 102 ,SAN ANTONIO,Family Practice,156926,84416.97,65420.38
"MARSHALL, DOUGLAS W",400 CONCORD PLAZA DR 300,SAN ANTONIO,Neurology,177824.46,83826.68,65318.3
"OLIVER, CHARLES A",930 PROTON RD SUITE 104,SAN ANTONIO,Physical Therapist,98310,82320.52,65262.26
"SHARP, WILLIAM T",4242 MEDICAL DR STE 3100 ,SAN ANTONIO,Anesthesiology,449322,81226.95,65168.84
"TUBBESING, DANIEL C",111 DALLAS ST ,SAN ANTONIO,Emergency Medicine,253435,82302.11,65006.93
"DUFFY, BENJAMIN",3851 ROGER BROOKE DR ,SAN ANTONIO,Internal Medicine,204452,83638.88,64971.94
"ABUABARA, SABAS F",730 N MAIN SUITE 704,SAN ANTONIO,General Surgery,229903,83189.76,64933.18
"LIMMER, RACHEL L",14615 SAN PEDRO AVE SUITE 120,SAN ANTONIO,Dermatology,123526.64,96630.2,64839.5
"FEIN, ERIC",527 N LEONA ST ,SAN ANTONIO,Internal Medicine,113831.26,79724.32,64786.35
"ALI, HASEEB",111 DALLAS ST SUITE 200-A,SAN ANTONIO,Physician Assistant,270394,86891.77,64686.15
"HATCH, MARK W",7909 FREDERICKSBURG RD SUITE 100,SAN ANTONIO,Otolaryngology,163858,90126.02,64527.05
"ALVARADO, RICARDO",4502 MEDICAL DR ,SAN ANTONIO,Anesthesiology,415895,82005.86,64477.09
"ADAM, RICHARD C",3026 HILLCREST DR ,SAN ANTONIO,Podiatry,154985.3,87177.7,64281.84
"HASSELL, HOWARD J",8255 FREDERICKSBURG RD ,SAN ANTONIO,Orthopedic Surgery,170175.4,86841.39,64261.96
"PALMER, RICHARD D",2108 NW MILITARY HWY ,SAN ANTONIO,Family Practice,121675,88683.05,64081.96
"TAYLOR, PAUL W",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Clinical Psychologist,177050,107876.29,64067.19
"NEIDRE, ARVO",9150 HUEBNER RD STE 350,SAN ANTONIO,Orthopedic Surgery,310115.5,85039.11,63964.06
"GARZA, ERNESTO",700 S ZARZAMORA ST SUITE 308,SAN ANTONIO,Internal Medicine,217432.64,88615.84,63949.62
"WEHNER, MARGARET S",9600 DATAPOINT DR ,SAN ANTONIO,Pathology,337226,84556.16,63941.35
"MIESEN, DOUGLAS A",111 DALLAS ST EMERGENCY ROOM,SAN ANTONIO,Emergency Medicine,259708,81580.58,63923.57
"FERNANDEZ, MARTIN P",7703 FLOYD CURL DR ,SAN ANTONIO,Pathology,433520.55,80677.16,63890.45
"BLUESTEIN, JEAN A",7950 FLOYD CURL DR SUITE 1009,SAN ANTONIO,Dermatology,154882,89003.91,63836.24
"EFEOVBOKHAN, UGHANMWAN",5309 WURZBACH RD SUITE 200-3,SAN ANTONIO,Nurse Practitioner,141960,81014.45,63776.29
"BELL, STEPHEN J",400 CONCORD PLAZA DR. SUITE 300,SAN ANTONIO,Orthopedic Surgery,265499.18,85390.18,63757.75
"NG, FEDERICO R",7922 EWING HALSELL DR STE 270,SAN ANTONIO,Internal Medicine,137047,82330.74,63727.31
"WARD, RICHARD P",14615 SNIP ,SAN ANTONIO,Internal Medicine,190162,80957.8,63710.51
"KENNEDY, COLLEEN M",6401 EL VERDE RD ,SAN ANTONIO,Geriatric Medicine,117155,86800.11,63704.78
"DWYER, MATTHEW M",1139 E SONTERRA BLVD SUITE 500,SAN ANTONIO,Orthopedic Surgery,168470.76,79623.46,63697.59
"KARTANOWICZ, RACHEL",14226 EMERALD HILL DR ,SAN ANTONIO,Physician Assistant,228541,85342.54,63556.33
"SAENZ, PAUL S",21 SPURS LN STE 300,SAN ANTONIO,Family Practice,184560,86421.24,63510.9
"RODRIGUEZ, ANA I",9969 FREDERICKSBURG RD ,SAN ANTONIO,Internal Medicine,113638,89459.95,63436.36
"MELTON, CHARLES M",1804 NE LOOP 410 SUITE 200,SAN ANTONIO,Podiatry,130006,88740.15,63189.74
"BAIRNSFATHER, HERBERT L",4910 GOLDEN QUAIL SUITE 140,SAN ANTONIO,Physical Therapist,162101,81789.22,63099
"BARKER, CONNIE R",12702 IH35 N ,LIVE OAK,Nurse Practitioner,281778,92637.07,62983.92
"MUNIZ, CHRISTOPHER",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,291397,78630.45,62972.52
"LEDBETTER, JOHN D",1303 MCCULLOUGH AVE STE 135,SAN ANTONIO,Family Practice,150841,82438.29,62919.7
"SALDANA, JOSE",311 CAMDEN ST SUITE 208,SAN ANTONIO,Diagnostic Radiology,268661,76620.36,62917.36
"ALTMEYER, WILSON B",4502 MEDICAL DR ,SAN ANTONIO,Diagnostic Radiology,258348,81726.12,62915.63
"VASQUEZ, ROBERT E",8401 DATAPOINT DR SUITE 600,SAN ANTONIO,Diagnostic Radiology,283086.5,78140.73,62874.06
"TSAI, JULIE C",343 W HOUSTON ST STE 109,SAN ANTONIO,Ophthalmology,124705,87060.58,62844.6
"HORN, CURTIS S",303 W SUNSET 101,SAN ANTONIO,Family Practice,123166.75,91116.21,62827.13
"AGUILAR, NICK S",11212 STATE HIGHWAY 151 SUITE 250,SAN ANTONIO,Family Practice,124026,91607.06,62666.52
"ROMAN, NICHOLAS O",1010 NW LOOP 410 ,SAN ANTONIO,Radiation Oncology,330274.47,78375.33,62591.93
"SHARABI, GHAZWAN",7400 MERTON MINTER ST ,SAN ANTONIO,Pathology,490821,78276.41,62586.92
"GOLDBERG, HELEN L",9901 IH 10 W SUITE 400,SAN ANTONIO,Hematology,175833,78944.14,62571.99
"SHAH, BHAVESH J",7333 BARLITE BLVD SUITE 380,SAN ANTONIO,Podiatry,199948,83148.01,62571.41
"LATIF, SHAHNILA",9901 W IH 10 SUITE 400,SAN ANTONIO,Pathology,702955,78341.69,62533.79
"TAVERA, ROBERT A",1200 BROOKLYN AVE STE 240,SAN ANTONIO,Internal Medicine,168685.53,82199.78,62490.4
"ROSALES, VICTOR G",12413 JUDSON RD SUITE 100,LIVE OAK,Family Practice,116911,86728.51,62383.83
"JIRKA, MARIA M",5979 BABCOCK ROAD ,SAN ANTONIO,Internal Medicine,126810,97001.81,62275.77
"RIZVI, SYED Z",4330 MEDICAL DR SUITE 120,SAN ANTONIO,Vascular Surgery,869104,81232.04,62249.87
"TATUM, LAWRENCE G",111 DALLAS ST ,SAN ANTONIO,Internal Medicine,244543,78533.26,62234.96
"GUTIERREZ, LOUIS R",720 PLEASANTON RD ,SAN ANTONIO,Family Practice,162917.76,80317.96,62232.23
"SALAS, ADRIANA",17325 BELL NORTH DR SUITE 2-B,SCHERTZ,Physical Therapist,148690,81949.33,62194.73
SLEEP CENTERS OF TEXAS,6001 CALLAGHAN RD SUITE 103,SAN ANTONIO,Independent Diagnostic Testing Facility,298800,79279.86,62141.8
"SVATEK, ROBERT S",8300 FLOYD CURL DR 4TH FLOOR,SAN ANTONIO,Urology,221419,78946.63,62095.34
"ARANDA-CANO, JESUS",7400 BLANCO RD SUITE 126,SAN ANTONIO,Clinical Psychologist,277227,100968.29,62041.17
"ATLURI, HEMA",7330 SAN PEDRO STE. 405,SAN ANTONIO,Internal Medicine,141827,77578.39,61891.16
"CHAVEZ, EMMA A",6373 PARKLAND OAKS DR ,SAN ANTONIO,CRNA,412840,80924.05,61880.36
"PALYS, AGNES L",4930 EVERS RD ,SAN ANTONIO,Optometry,106322,86017.59,61775.6
"PEDERSON, WILLIAM C",21 SPURS LN SUITE 310,SAN ANTONIO,Orthopedic Surgery,253583,81970.26,61377.66
"PADIA, DEEPA",5000 BAPTIST HEALTH DR STE 102,SCHERTZ,Family Practice,140949.03,87372.62,61337.53
"BURES, GRETCHEN M",520 MADISON OAK DRIVE ,SAN ANTONIO,Internal Medicine,202009.97,77414.93,61291.34
"KARDOS, THOMAS F",9600 DATAPOINT DR ,SAN ANTONIO,Pathology,173100,77062.35,61267.56
"BUELL, JAMES C",4411 MEDICAL DR STE 300,SAN ANTONIO,Cardiology,219233.8,83420.31,61225.93
"DENAPOLI, THOMAS S",333 N SANTA ROSA AVE PATH DEPT,SAN ANTONIO,Pathology,460320,76594.31,61140.01
"WRIGHT, ANTHONY R",17460 IH 35 N #420,SCHERTZ,Internal Medicine,155799,84754.65,61090.99
"GILSON, ROBERT T","7979 WURZBACH RD # MC7876 CTRC , DIVISION OF DERMATOLOGY",SAN ANTONIO,Dermatology,205362,82098.77,61011.63
"BENNETT, JASON M",7940 FLOYD CURL DR #1030,SAN ANTONIO,Anesthesiology,107480,77278.14,61006.44
"BRENNER, ANDREW J",7979 WURZBACH RD ,SAN ANTONIO,Medical Oncology,290954,77971.57,60983.1
"PATLOVANY, MATTHEW L",111 DALLAS ST ATTN: ER,SAN ANTONIO,Emergency Medicine,239889,77426.42,60953.76
"DONS, ROBERT F",1303 MCCULLOUGH AVE SUITE 374,SAN ANTONIO,Endocrinology,117883,87762.76,60946.23
"NIKAS, ARIS",1200 BROOKLYN AVE STE 240,SAN ANTONIO,Internal Medicine,156113.2,82141.61,60921.08
"TAYLOR, G R",1303 MCCULLOUGH AVE SUITE 560,SAN ANTONIO,Internal Medicine,231200,88796.95,60862.15
"FENTON, ALEXIS M",2455 NE LOOP 410 SUITE 242,SAN ANTONIO,Cardiology,160606,80156.15,60772.82
"SCHWARTZ, JOYCE G",9901 IH 10 W SUITE 400,SAN ANTONIO,Pathology,338175,76042.18,60732.13
"FOSTER, PRESTON F",8201 EWING HALSELL DR 2ND FLR.,SAN ANTONIO,General Surgery,203557,77863.61,60603.98
"MORTON, PAUL E",7711 LOUIS PASTEUR ,SAN ANTONIO,Obstetrics/Gynecology,112020,76489.3,60598.11
"REYNA, GEORGE S",215 E QUINCY ST SUITE 505,SAN ANTONIO,Ophthalmology,209398,86511.08,60505.15
"KISH, JULIE A",7979 WURZBACH RD Z 4TH FLOOR,SAN ANTONIO,Medical Oncology,159030,79751.88,60215.32
"CARLSON, RALPH",7272 WURZBACH RD STE 601,SAN ANTONIO,Clinical Psychologist,165750,102366.7,59992.23
"WRIGHT, GLORIA S",17460 IH 35 N SUITE 420,SCHERTZ,Family Practice,160745,79942.9,59969.5
"MOORE, JOYCE E",616 W RUSSELL PL ,SAN ANTONIO,Certified Clinical Nurse Specialist,125235,90999.97,59917.23
"CANTU, RODRIGO D",2211 NW MILITARY HWY SUITE 201,SAN ANTONIO,Family Practice,135971.06,81427.5,59808.91
"CROWTHER, ALAN P",115 N LOOP 1604 E STE 1206 ,SAN ANTONIO,General Practice,211048.66,75931.27,59806.36
"HUGHES, PHILIP S",7940 FLOYD CURL DR #1010,SAN ANTONIO,Dermatology,93901.89,80412.22,59615.08
"WILLIAMS, KENNETH",1954 E HOUSTON ST RM 202,SAN ANTONIO,Podiatry,148810,77577.68,59386.19
"RUDRARAJU, MADHAVI",4499 MEDICAL DR SUB LEVEL 1,SAN ANTONIO,Gastroenterology,206210,77457.16,59377.66
"SANCHEZ, RAMON V",343 W HOUSTON ST 706,SAN ANTONIO,Psychiatry,160365,96985.21,59315.96
"MATTHEWS, MARK R",9600 DATAPOINT DR ,SAN ANTONIO,Pathology,472762,87218.9,59308.3
"WILSON, WILLIAM R",12511 ALSTROEMERIA ,SAN ANTONIO,Family Practice,263484,74622.68,59275.5
"WELLFORD, LOUANNE",8401 DATAPOINT DR. SUITE 500,SAN ANTONIO,Emergency Medicine,298190,76757.38,59192.87
"HOLDER, IRA B",102 WICKES ST ,SAN ANTONIO,Clinical Psychologist,160650,99477.83,59161.16
"STRANDE, KRIS J",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Licensed Clinical Social Worker,219850,103476.64,59139.24
"MILLICAN, GEOFFREY M",7940 FLOYD CURL DR SUITE 560,SAN ANTONIO,Orthopedic Surgery,156476.5,81384.78,59132.78
"ANDREWS, CHARLES P",4410 MEDICAL DR SUITE 440,SAN ANTONIO,Pulmonary Disease,146055,80066.48,59120.1
"SIDEMAN, MATTHEW J",7703 FLOYD CURL DR ,SAN ANTONIO,Vascular Surgery,204993,77141.93,58927.44
"INGRAM, GEORGE S",414 NAVARRO ST SUITE #809,SAN ANTONIO,Family Practice,166807,78106.16,58845.79
"NARVAEZ, ROBERT M",12602 TOEPPERWEIN RD SUITE 208,LIVE OAK,Gastroenterology,200930,73661.25,58769.72
"LAHAM, MICHEL N",1303 MCCULLOUGH SUITE 161,SAN ANTONIO,Allergy/Immunology,103751.5,77441.02,58542.08
"GUPTA, SAMBIT K",12603 OLD WICK RD ,SAN ANTONIO,Internal Medicine,529512,79930.38,58488.88
"DAVIS, EDDIE",12413 JUDSON ROAD SUITE 250,LIVE OAK,Podiatry,158964,79314.71,58149.33
"CROSS, COURTNEY C",7272 WURZBACH RD SUITE 601,SAN ANTONIO,Clinical Psychologist,149475,96017.26,58079.74
